activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration
Playing,Entertainment,1549298995247,Mon Feb 04 17:49:55 GMT+01:00 2019,1549300375247,Mon Feb 04 18:12:55 GMT+01:00 2019,1380000,23 min
Helpful Future,Ease up your life,1549300375247,Mon Feb 04 18:12:55 GMT+01:00 2019,1549301935247,Mon Feb 04 18:38:55 GMT+01:00 2019,1560000,26 min
Wasted - Moving,Wasted Time,1549301935247,Mon Feb 04 18:38:55 GMT+01:00 2019,1549303375247,Mon Feb 04 19:02:55 GMT+01:00 2019,1440000,24 min
Food,Feeding,1549303375247,Mon Feb 04 19:02:55 GMT+01:00 2019,1549304995247,Mon Feb 04 19:29:55 GMT+01:00 2019,1620000,27 min
Food - Prepare,Feeding,1549304995247,Mon Feb 04 19:29:55 GMT+01:00 2019,1549306195247,Mon Feb 04 19:49:55 GMT+01:00 2019,1200000,20 min
Food,Feeding,1549306195247,Mon Feb 04 19:49:55 GMT+01:00 2019,1549307335247,Mon Feb 04 20:08:55 GMT+01:00 2019,1140000,19 min
Wasted - reading,Wasted Time,1549307335247,Mon Feb 04 20:08:55 GMT+01:00 2019,1549308807295,Mon Feb 04 20:33:27 GMT+01:00 2019,1472048,24 min
Helpful Future,Ease up your life,1549308807295,Mon Feb 04 20:33:27 GMT+01:00 2019,1549309827295,Mon Feb 04 20:50:27 GMT+01:00 2019,1020000,17 min
Org - Money,Org & Duty,1549309827295,Mon Feb 04 20:50:27 GMT+01:00 2019,1549311987295,Mon Feb 04 21:26:27 GMT+01:00 2019,2160000,36 min
Wasted - watching,Wasted Time,1549311987295,Mon Feb 04 21:26:27 GMT+01:00 2019,1549313535249,Mon Feb 04 21:52:15 GMT+01:00 2019,1547954,25 min
Purpose - Creation,Purpose,1549313535249,Mon Feb 04 21:52:15 GMT+01:00 2019,1549317075249,Mon Feb 04 22:51:15 GMT+01:00 2019,3540000,59 min
Playing,Entertainment,1549317075249,Mon Feb 04 22:51:15 GMT+01:00 2019,1549318335249,Mon Feb 04 23:12:15 GMT+01:00 2019,1260000,21 min
Sleep,Refresh,1549318335249,Mon Feb 04 23:12:15 GMT+01:00 2019,1549348457346,Tue Feb 05 07:34:17 GMT+01:00 2019,30122097,8 h 22 min
Learning - Language,Learning,1549348457346,Tue Feb 05 07:34:17 GMT+01:00 2019,1549348877346,Tue Feb 05 07:41:17 GMT+01:00 2019,420000,7 min
Clean,Personal Hygiene,1549348877346,Tue Feb 05 07:41:17 GMT+01:00 2019,1549349741014,Tue Feb 05 07:55:41 GMT+01:00 2019,863668,14 min
Food - Prepare,Feeding,1549349741014,Tue Feb 05 07:55:41 GMT+01:00 2019,1549350521014,Tue Feb 05 08:08:41 GMT+01:00 2019,780000,13 min
Food,Feeding,1549350521014,Tue Feb 05 08:08:41 GMT+01:00 2019,1549351301014,Tue Feb 05 08:21:41 GMT+01:00 2019,780000,13 min
Social - girl,Social - Persist,1549351301014,Tue Feb 05 08:21:41 GMT+01:00 2019,1549351781014,Tue Feb 05 08:29:41 GMT+01:00 2019,480000,8 min
Purpose - Creation,Purpose,1549351781014,Tue Feb 05 08:29:41 GMT+01:00 2019,1549355261014,Tue Feb 05 09:27:41 GMT+01:00 2019,3480000,58 min
Moving - Analyzing,Transport,1549355261014,Tue Feb 05 09:27:41 GMT+01:00 2019,1549356259345,Tue Feb 05 09:44:19 GMT+01:00 2019,998331,16 min
Work - Meeting,Value Contribution,1549356259345,Tue Feb 05 09:44:19 GMT+01:00 2019,1549359199345,Tue Feb 05 10:33:19 GMT+01:00 2019,2940000,49 min
Purpose - Creation,Purpose,1549359199345,Tue Feb 05 10:33:19 GMT+01:00 2019,1549362547711,Tue Feb 05 11:29:07 GMT+01:00 2019,3348366,55 min
Food - restaurant,Feeding,1549362547711,Tue Feb 05 11:29:07 GMT+01:00 2019,1549365367711,Tue Feb 05 12:16:07 GMT+01:00 2019,2820000,47 min
Purpose - Creation,Purpose,1549365367711,Tue Feb 05 12:16:07 GMT+01:00 2019,1549373335363,Tue Feb 05 14:28:55 GMT+01:00 2019,7967652,2 h 12 min
Work - Org,Value Contribution,1549373335363,Tue Feb 05 14:28:55 GMT+01:00 2019,1549374535363,Tue Feb 05 14:48:55 GMT+01:00 2019,1200000,20 min
Purpose - Creation,Purpose,1549374535363,Tue Feb 05 14:48:55 GMT+01:00 2019,1549383535363,Tue Feb 05 17:18:55 GMT+01:00 2019,9000000,2 h 30 min
WC - Play,Personal Hygiene,1549383535363,Tue Feb 05 17:18:55 GMT+01:00 2019,1549385095363,Tue Feb 05 17:44:55 GMT+01:00 2019,1560000,26 min
Work - Social,Value Contribution,1549385095363,Tue Feb 05 17:44:55 GMT+01:00 2019,1549387075363,Tue Feb 05 18:17:55 GMT+01:00 2019,1980000,33 min
Moving - Social Media,Transport,1549387075363,Tue Feb 05 18:17:55 GMT+01:00 2019,1549388395363,Tue Feb 05 18:39:55 GMT+01:00 2019,1320000,22 min
Purpose - Teach,Purpose,1549388395363,Tue Feb 05 18:39:55 GMT+01:00 2019,1549393855363,Tue Feb 05 20:10:55 GMT+01:00 2019,5460000,1 h 31 min
Purpose - Learning,Purpose,1549393855363,Tue Feb 05 20:10:55 GMT+01:00 2019,1549398988104,Tue Feb 05 21:36:28 GMT+01:00 2019,5132741,1 h 25 min
Moving - social,Transport,1549398988104,Tue Feb 05 21:36:28 GMT+01:00 2019,1549400728104,Tue Feb 05 22:05:28 GMT+01:00 2019,1740000,29 min
Food - Prepare,Feeding,1549400728104,Tue Feb 05 22:05:28 GMT+01:00 2019,1549402108104,Tue Feb 05 22:28:28 GMT+01:00 2019,1380000,23 min
Food,Feeding,1549402108104,Tue Feb 05 22:28:28 GMT+01:00 2019,1549403308104,Tue Feb 05 22:48:28 GMT+01:00 2019,1200000,20 min
Wasted - watching,Wasted Time,1549403308104,Tue Feb 05 22:48:28 GMT+01:00 2019,1549405468104,Tue Feb 05 23:24:28 GMT+01:00 2019,2160000,36 min
Youtube,Entertainment,1549405468104,Tue Feb 05 23:24:28 GMT+01:00 2019,1549407618379,Wed Feb 06 00:00:18 GMT+01:00 2019,2150275,35 min
Sleep,Refresh,1549407618379,Wed Feb 06 00:00:18 GMT+01:00 2019,1549437785212,Wed Feb 06 08:23:05 GMT+01:00 2019,30166833,8 h 22 min
Wasted - sleep,Wasted Time,1549437785212,Wed Feb 06 08:23:05 GMT+01:00 2019,1549442165212,Wed Feb 06 09:36:05 GMT+01:00 2019,4380000,1 h 13 min
Clean,Personal Hygiene,1549442165212,Wed Feb 06 09:36:05 GMT+01:00 2019,1549444445212,Wed Feb 06 10:14:05 GMT+01:00 2019,2280000,38 min
Food,Feeding,1549444445212,Wed Feb 06 10:14:05 GMT+01:00 2019,1549446545212,Wed Feb 06 10:49:05 GMT+01:00 2019,2100000,35 min
Work - Social,Value Contribution,1549446545212,Wed Feb 06 10:49:05 GMT+01:00 2019,1549447865212,Wed Feb 06 11:11:05 GMT+01:00 2019,1320000,22 min
Work - Learning,Value Contribution,1549447865212,Wed Feb 06 11:11:05 GMT+01:00 2019,1549459971244,Wed Feb 06 14:32:51 GMT+01:00 2019,12106032,3 h 21 min
Drink - Shit,Feeding,1549459971244,Wed Feb 06 14:32:51 GMT+01:00 2019,1549460091244,Wed Feb 06 14:34:51 GMT+01:00 2019,120000,2 min
Life Overwhelmed,Wasted Time,1549460091244,Wed Feb 06 14:34:51 GMT+01:00 2019,1549498375406,Thu Feb 07 01:12:55 GMT+01:00 2019,38284162,10 h 38 min
Sleep,Refresh,1549498375406,Thu Feb 07 01:12:55 GMT+01:00 2019,1549520933459,Thu Feb 07 07:28:53 GMT+01:00 2019,22558053,6 h 15 min
Clean,Personal Hygiene,1549520933459,Thu Feb 07 07:28:53 GMT+01:00 2019,1549522613459,Thu Feb 07 07:56:53 GMT+01:00 2019,1680000,28 min
Moving - Analyzing,Transport,1549522613459,Thu Feb 07 07:56:53 GMT+01:00 2019,1549524533459,Thu Feb 07 08:28:53 GMT+01:00 2019,1920000,32 min
Helpful Future,Ease up your life,1549524533459,Thu Feb 07 08:28:53 GMT+01:00 2019,1549542173459,Thu Feb 07 13:22:53 GMT+01:00 2019,17640000,4 h 54 min
Food,Feeding,1549542173459,Thu Feb 07 13:22:53 GMT+01:00 2019,1549544033459,Thu Feb 07 13:53:53 GMT+01:00 2019,1860000,31 min
Moving - social,Transport,1549544033459,Thu Feb 07 13:53:53 GMT+01:00 2019,1549547393459,Thu Feb 07 14:49:53 GMT+01:00 2019,3360000,56 min
Life Overwhelmed,Wasted Time,1549547393459,Thu Feb 07 14:49:53 GMT+01:00 2019,1549549253459,Thu Feb 07 15:20:53 GMT+01:00 2019,1860000,31 min
Moving - learn,Transport,1549549253459,Thu Feb 07 15:20:53 GMT+01:00 2019,1549558042595,Thu Feb 07 17:47:22 GMT+01:00 2019,8789136,2 h 26 min
Playing,Entertainment,1549558042595,Thu Feb 07 17:47:22 GMT+01:00 2019,1549560442595,Thu Feb 07 18:27:22 GMT+01:00 2019,2400000,40 min
Moving - social,Transport,1549560442595,Thu Feb 07 18:27:22 GMT+01:00 2019,1549568419092,Thu Feb 07 20:40:19 GMT+01:00 2019,7976497,2 h 12 min
Social - Awesome,Social - Important,1549568419092,Thu Feb 07 20:40:19 GMT+01:00 2019,1549570999092,Thu Feb 07 21:23:19 GMT+01:00 2019,2580000,43 min
Food,Feeding,1549570999092,Thu Feb 07 21:23:19 GMT+01:00 2019,1549572139092,Thu Feb 07 21:42:19 GMT+01:00 2019,1140000,19 min
Food - shit,Feeding,1549572139092,Thu Feb 07 21:42:19 GMT+01:00 2019,1549573459092,Thu Feb 07 22:04:19 GMT+01:00 2019,1320000,22 min
Social - Family,Social - Important,1549573459092,Thu Feb 07 22:04:19 GMT+01:00 2019,1549576159092,Thu Feb 07 22:49:19 GMT+01:00 2019,2700000,45 min
Social - Family,Social - Important,1549576159092,Thu Feb 07 22:49:19 GMT+01:00 2019,1549588306258,Fri Feb 08 02:11:46 GMT+01:00 2019,12147166,3 h 22 min
Sleep,Refresh,1549588306258,Fri Feb 08 02:11:46 GMT+01:00 2019,1549591906258,Fri Feb 08 03:11:46 GMT+01:00 2019,3600000,1 h 
Learning - Article,Learning,1549591906258,Fri Feb 08 03:11:46 GMT+01:00 2019,1549593586258,Fri Feb 08 03:39:46 GMT+01:00 2019,1680000,28 min
Health - bad,Wasted Time,1549593586258,Fri Feb 08 03:39:46 GMT+01:00 2019,1549593646258,Fri Feb 08 03:40:46 GMT+01:00 2019,60000,1 min
Moving - social,Transport,1549593646258,Fri Feb 08 03:40:46 GMT+01:00 2019,1549594666258,Fri Feb 08 03:57:46 GMT+01:00 2019,1020000,17 min
Social - Family,Social - Important,1549594666258,Fri Feb 08 03:57:46 GMT+01:00 2019,1549649253917,Fri Feb 08 19:07:33 GMT+01:00 2019,54587659,15 h 9 min
Sport,Sport,1549649253917,Fri Feb 08 19:07:33 GMT+01:00 2019,1549649853917,Fri Feb 08 19:17:33 GMT+01:00 2019,600000,10 min
Drink - Shit,Feeding,1549649853917,Fri Feb 08 19:17:33 GMT+01:00 2019,1549653753917,Fri Feb 08 20:22:33 GMT+01:00 2019,3900000,1 h 5 min
Social - Close,Social - Persist,1549653753917,Fri Feb 08 20:22:33 GMT+01:00 2019,1549656213917,Fri Feb 08 21:03:33 GMT+01:00 2019,2460000,41 min
Social - girl,Social - Persist,1549656213917,Fri Feb 08 21:03:33 GMT+01:00 2019,1549668633917,Sat Feb 09 00:30:33 GMT+01:00 2019,12420000,3 h 27 min
Sleep,Refresh,1549668633917,Sat Feb 09 00:30:33 GMT+01:00 2019,1549705533917,Sat Feb 09 10:45:33 GMT+01:00 2019,36900000,10 h 15 min
Sunbath ,Refresh,1549705533917,Sat Feb 09 10:45:33 GMT+01:00 2019,1549709193917,Sat Feb 09 11:46:33 GMT+01:00 2019,3660000,1 h 1 min
Swimming,Sport,1549709193917,Sat Feb 09 11:46:33 GMT+01:00 2019,1549711413917,Sat Feb 09 12:23:33 GMT+01:00 2019,2220000,37 min
Walking ,Sport,1549711413917,Sat Feb 09 12:23:33 GMT+01:00 2019,1549715313917,Sat Feb 09 13:28:33 GMT+01:00 2019,3900000,1 h 5 min
Sleep,Refresh,1549715313917,Sat Feb 09 13:28:33 GMT+01:00 2019,1549773033917,Sun Feb 10 05:30:33 GMT+01:00 2019,57720000,16 h 2 min
Social - Family,Social - Important,1549773033917,Sun Feb 10 05:30:33 GMT+01:00 2019,1549809596823,Sun Feb 10 15:39:56 GMT+01:00 2019,36562906,10 h 9 min
Social - girl,Social - Persist,1549809596823,Sun Feb 10 15:39:56 GMT+01:00 2019,1549816736823,Sun Feb 10 17:38:56 GMT+01:00 2019,7140000,1 h 59 min
Sport,Sport,1549816736823,Sun Feb 10 17:38:56 GMT+01:00 2019,1549818836823,Sun Feb 10 18:13:56 GMT+01:00 2019,2100000,35 min
Food - shit,Feeding,1549818836823,Sun Feb 10 18:13:56 GMT+01:00 2019,1549825796823,Sun Feb 10 20:09:56 GMT+01:00 2019,6960000,1 h 56 min
Food,Feeding,1549825796823,Sun Feb 10 20:09:56 GMT+01:00 2019,1549831376823,Sun Feb 10 21:42:56 GMT+01:00 2019,5580000,1 h 33 min
Sunbath ,Refresh,1549831376823,Sun Feb 10 21:42:56 GMT+01:00 2019,1549838576823,Sun Feb 10 23:42:56 GMT+01:00 2019,7200000,2 h 
Enjoying the moment ,Refresh,1549838576823,Sun Feb 10 23:42:56 GMT+01:00 2019,1549844996823,Mon Feb 11 01:29:56 GMT+01:00 2019,6420000,1 h 47 min
Trip to Nature,Adventure,1549844996823,Mon Feb 11 01:29:56 GMT+01:00 2019,1549857296823,Mon Feb 11 04:54:56 GMT+01:00 2019,12300000,3 h 25 min
Wasted - watching,Wasted Time,1549857296823,Mon Feb 11 04:54:56 GMT+01:00 2019,1549864496823,Mon Feb 11 06:54:56 GMT+01:00 2019,7200000,2 h 
Playing,Entertainment,1549864496823,Mon Feb 11 06:54:56 GMT+01:00 2019,1549866656823,Mon Feb 11 07:30:56 GMT+01:00 2019,2160000,36 min
Analyzing,Personal Adjusting,1549866656823,Mon Feb 11 07:30:56 GMT+01:00 2019,1549868456823,Mon Feb 11 08:00:56 GMT+01:00 2019,1800000,30 min
Trello,Personal Adjusting,1549868456823,Mon Feb 11 08:00:56 GMT+01:00 2019,1549869656823,Mon Feb 11 08:20:56 GMT+01:00 2019,1200000,20 min
Series / Docu,Entertainment,1549869656823,Mon Feb 11 08:20:56 GMT+01:00 2019,1549873256823,Mon Feb 11 09:20:56 GMT+01:00 2019,3600000,1 h 
Sport,Sport,1549873256823,Mon Feb 11 09:20:56 GMT+01:00 2019,1549875213446,Mon Feb 11 09:53:33 GMT+01:00 2019,1956623,32 min
Social - Family,Social - Important,1549875213446,Mon Feb 11 09:53:33 GMT+01:00 2019,1549881573446,Mon Feb 11 11:39:33 GMT+01:00 2019,6360000,1 h 46 min
Food,Feeding,1549881573446,Mon Feb 11 11:39:33 GMT+01:00 2019,1549884153446,Mon Feb 11 12:22:33 GMT+01:00 2019,2580000,43 min
Sunbath ,Refresh,1549884153446,Mon Feb 11 12:22:33 GMT+01:00 2019,1549885353446,Mon Feb 11 12:42:33 GMT+01:00 2019,1200000,20 min
Food,Feeding,1549885353446,Mon Feb 11 12:42:33 GMT+01:00 2019,1549890093446,Mon Feb 11 14:01:33 GMT+01:00 2019,4740000,1 h 19 min
Clean,Personal Hygiene,1549890093446,Mon Feb 11 14:01:33 GMT+01:00 2019,1549892493446,Mon Feb 11 14:41:33 GMT+01:00 2019,2400000,40 min
Social - New,Social - New,1549892493446,Mon Feb 11 14:41:33 GMT+01:00 2019,1549895949190,Mon Feb 11 15:39:09 GMT+01:00 2019,3455744,57 min
Social - Awesome,Social - Important,1549895949190,Mon Feb 11 15:39:09 GMT+01:00 2019,1549897269190,Mon Feb 11 16:01:09 GMT+01:00 2019,1320000,22 min
Social - Family,Social - Important,1549897269190,Mon Feb 11 16:01:09 GMT+01:00 2019,1549900569190,Mon Feb 11 16:56:09 GMT+01:00 2019,3300000,55 min
Sport,Sport,1549900569190,Mon Feb 11 16:56:09 GMT+01:00 2019,1549900869190,Mon Feb 11 17:01:09 GMT+01:00 2019,300000,5 min
Social - girl,Social - Persist,1549900869190,Mon Feb 11 17:01:09 GMT+01:00 2019,1549902369190,Mon Feb 11 17:26:09 GMT+01:00 2019,1500000,25 min
Swimming,Sport,1549902369190,Mon Feb 11 17:26:09 GMT+01:00 2019,1549903869190,Mon Feb 11 17:51:09 GMT+01:00 2019,1500000,25 min
Sunbath ,Refresh,1549903869190,Mon Feb 11 17:51:09 GMT+01:00 2019,1549906089190,Mon Feb 11 18:28:09 GMT+01:00 2019,2220000,37 min
WC ,Personal Hygiene,1549906089190,Mon Feb 11 18:28:09 GMT+01:00 2019,1549906929190,Mon Feb 11 18:42:09 GMT+01:00 2019,840000,14 min
Food - shit,Feeding,1549906929190,Mon Feb 11 18:42:09 GMT+01:00 2019,1549908309190,Mon Feb 11 19:05:09 GMT+01:00 2019,1380000,23 min
Celebration - Bar ,Social - New,1549908309190,Mon Feb 11 19:05:09 GMT+01:00 2019,1549912389190,Mon Feb 11 20:13:09 GMT+01:00 2019,4080000,1 h 8 min
Social - Family,Social - Important,1549912389190,Mon Feb 11 20:13:09 GMT+01:00 2019,1549916109190,Mon Feb 11 21:15:09 GMT+01:00 2019,3720000,1 h 2 min
Drink - Shit,Feeding,1549916109190,Mon Feb 11 21:15:09 GMT+01:00 2019,1549917309190,Mon Feb 11 21:35:09 GMT+01:00 2019,1200000,20 min
University - Task ,Learning,1549917309190,Mon Feb 11 21:35:09 GMT+01:00 2019,1549921089190,Mon Feb 11 22:38:09 GMT+01:00 2019,3780000,1 h 3 min
Clean,Personal Hygiene,1549921089190,Mon Feb 11 22:38:09 GMT+01:00 2019,1549921809190,Mon Feb 11 22:50:09 GMT+01:00 2019,720000,12 min
Sleep,Refresh,1549921809190,Mon Feb 11 22:50:09 GMT+01:00 2019,1549954742763,Tue Feb 12 07:59:02 GMT+01:00 2019,32933573,9 h 8 min
WC ,Personal Hygiene,1549954742763,Tue Feb 12 07:59:02 GMT+01:00 2019,1549955882763,Tue Feb 12 08:18:02 GMT+01:00 2019,1140000,19 min
Social - girl,Social - Persist,1549955882763,Tue Feb 12 08:18:02 GMT+01:00 2019,1549957983125,Tue Feb 12 08:53:03 GMT+01:00 2019,2100362,35 min
Social - Close,Social - Persist,1549957983125,Tue Feb 12 08:53:03 GMT+01:00 2019,1549959603125,Tue Feb 12 09:20:03 GMT+01:00 2019,1620000,27 min
Social - Family,Social - Important,1549959603125,Tue Feb 12 09:20:03 GMT+01:00 2019,1549962363125,Tue Feb 12 10:06:03 GMT+01:00 2019,2760000,46 min
Social - girl,Social - Persist,1549962363125,Tue Feb 12 10:06:03 GMT+01:00 2019,1549963241215,Tue Feb 12 10:20:41 GMT+01:00 2019,878090,14 min
Sport,Sport,1549963241215,Tue Feb 12 10:20:41 GMT+01:00 2019,1549964741215,Tue Feb 12 10:45:41 GMT+01:00 2019,1500000,25 min
Sunbath ,Refresh,1549964741215,Tue Feb 12 10:45:41 GMT+01:00 2019,1549976921215,Tue Feb 12 14:08:41 GMT+01:00 2019,12180000,3 h 23 min
Social - Family,Social - Important,1549976921215,Tue Feb 12 14:08:41 GMT+01:00 2019,1549993181215,Tue Feb 12 18:39:41 GMT+01:00 2019,16260000,4 h 31 min
Health - bad,Wasted Time,1549993181215,Tue Feb 12 18:39:41 GMT+01:00 2019,1549993301215,Tue Feb 12 18:41:41 GMT+01:00 2019,120000,2 min
Food - shit,Feeding,1549993301215,Tue Feb 12 18:41:41 GMT+01:00 2019,1549994081215,Tue Feb 12 18:54:41 GMT+01:00 2019,780000,13 min
Drink - Shit,Feeding,1549994081215,Tue Feb 12 18:54:41 GMT+01:00 2019,1549995101215,Tue Feb 12 19:11:41 GMT+01:00 2019,1020000,17 min
Social - girl,Social - Persist,1549995101215,Tue Feb 12 19:11:41 GMT+01:00 2019,1550002781215,Tue Feb 12 21:19:41 GMT+01:00 2019,7680000,2 h 8 min
Social - Close,Social - Persist,1550002781215,Tue Feb 12 21:19:41 GMT+01:00 2019,1550004341215,Tue Feb 12 21:45:41 GMT+01:00 2019,1560000,26 min
Clean,Personal Hygiene,1550004341215,Tue Feb 12 21:45:41 GMT+01:00 2019,1550007521215,Tue Feb 12 22:38:41 GMT+01:00 2019,3180000,53 min
Sleep,Refresh,1550007521215,Tue Feb 12 22:38:41 GMT+01:00 2019,1550036474206,Wed Feb 13 06:41:14 GMT+01:00 2019,28952991,8 h 2 min
University - Task ,Learning,1550036474206,Wed Feb 13 06:41:14 GMT+01:00 2019,1550039534206,Wed Feb 13 07:32:14 GMT+01:00 2019,3060000,51 min
Playing,Entertainment,1550039534206,Wed Feb 13 07:32:14 GMT+01:00 2019,1550040554206,Wed Feb 13 07:49:14 GMT+01:00 2019,1020000,17 min
Museum,Adventure,1550040554206,Wed Feb 13 07:49:14 GMT+01:00 2019,1550050514206,Wed Feb 13 10:35:14 GMT+01:00 2019,9960000,2 h 46 min
Special Place,Adventure,1550050514206,Wed Feb 13 10:35:14 GMT+01:00 2019,1550062068564,Wed Feb 13 13:47:48 GMT+01:00 2019,11554358,3 h 12 min
Moving - Social Media,Transport,1550062068564,Wed Feb 13 13:47:48 GMT+01:00 2019,1550064408564,Wed Feb 13 14:26:48 GMT+01:00 2019,2340000,39 min
Food,Feeding,1550064408564,Wed Feb 13 14:26:48 GMT+01:00 2019,1550067768564,Wed Feb 13 15:22:48 GMT+01:00 2019,3360000,56 min
Social - New,Social - New,1550067768564,Wed Feb 13 15:22:48 GMT+01:00 2019,1550068848564,Wed Feb 13 15:40:48 GMT+01:00 2019,1080000,18 min
Social - girl,Social - Persist,1550068848564,Wed Feb 13 15:40:48 GMT+01:00 2019,1550072748564,Wed Feb 13 16:45:48 GMT+01:00 2019,3900000,1 h 5 min
Social - Media,Social - Persist,1550072748564,Wed Feb 13 16:45:48 GMT+01:00 2019,1550076408564,Wed Feb 13 17:46:48 GMT+01:00 2019,3660000,1 h 1 min
WC ,Personal Hygiene,1550076408564,Wed Feb 13 17:46:48 GMT+01:00 2019,1550077428564,Wed Feb 13 18:03:48 GMT+01:00 2019,1020000,17 min
Food - shit,Feeding,1550077428564,Wed Feb 13 18:03:48 GMT+01:00 2019,1550078688564,Wed Feb 13 18:24:48 GMT+01:00 2019,1260000,21 min
Drink - Shit,Feeding,1550078688564,Wed Feb 13 18:24:48 GMT+01:00 2019,1550081148564,Wed Feb 13 19:05:48 GMT+01:00 2019,2460000,41 min
Sleep,Refresh,1550081148564,Wed Feb 13 19:05:48 GMT+01:00 2019,1550110848564,Thu Feb 14 03:20:48 GMT+01:00 2019,29700000,8 h 15 min
Clean,Personal Hygiene,1550110848564,Thu Feb 14 03:20:48 GMT+01:00 2019,1550115528564,Thu Feb 14 04:38:48 GMT+01:00 2019,4680000,1 h 18 min
Food,Feeding,1550115528564,Thu Feb 14 04:38:48 GMT+01:00 2019,1550125788564,Thu Feb 14 07:29:48 GMT+01:00 2019,10260000,2 h 51 min
Social - New,Social - New,1550125788564,Thu Feb 14 07:29:48 GMT+01:00 2019,1550126988564,Thu Feb 14 07:49:48 GMT+01:00 2019,1200000,20 min
Social - Family,Social - Important,1550126988564,Thu Feb 14 07:49:48 GMT+01:00 2019,1550137728564,Thu Feb 14 10:48:48 GMT+01:00 2019,10740000,2 h 59 min
Social - Close,Social - Persist,1550137728564,Thu Feb 14 10:48:48 GMT+01:00 2019,1550142408564,Thu Feb 14 12:06:48 GMT+01:00 2019,4680000,1 h 18 min
Social - girl,Social - Persist,1550142408564,Thu Feb 14 12:06:48 GMT+01:00 2019,1550150628564,Thu Feb 14 14:23:48 GMT+01:00 2019,8220000,2 h 17 min
Celebration - Bar ,Social - New,1550150628564,Thu Feb 14 14:23:48 GMT+01:00 2019,1550152788564,Thu Feb 14 14:59:48 GMT+01:00 2019,2160000,36 min
Swimming,Sport,1550152788564,Thu Feb 14 14:59:48 GMT+01:00 2019,1550159508564,Thu Feb 14 16:51:48 GMT+01:00 2019,6720000,1 h 52 min
Sunbath ,Refresh,1550159508564,Thu Feb 14 16:51:48 GMT+01:00 2019,1550163348564,Thu Feb 14 17:55:48 GMT+01:00 2019,3840000,1 h 4 min
WC ,Personal Hygiene,1550163348564,Thu Feb 14 17:55:48 GMT+01:00 2019,1550167908564,Thu Feb 14 19:11:48 GMT+01:00 2019,4560000,1 h 16 min
Drink - Shit,Feeding,1550167908564,Thu Feb 14 19:11:48 GMT+01:00 2019,1550170068564,Thu Feb 14 19:47:48 GMT+01:00 2019,2160000,36 min
Food - shit,Feeding,1550170068564,Thu Feb 14 19:47:48 GMT+01:00 2019,1550174448564,Thu Feb 14 21:00:48 GMT+01:00 2019,4380000,1 h 13 min
Food - restaurant,Feeding,1550174448564,Thu Feb 14 21:00:48 GMT+01:00 2019,1550180557571,Thu Feb 14 22:42:37 GMT+01:00 2019,6109007,1 h 41 min
Sleep,Refresh,1550180557571,Thu Feb 14 22:42:37 GMT+01:00 2019,1550210355696,Fri Feb 15 06:59:15 GMT+01:00 2019,29798125,8 h 16 min
Clean,Personal Hygiene,1550210355696,Fri Feb 15 06:59:15 GMT+01:00 2019,1550211795696,Fri Feb 15 07:23:15 GMT+01:00 2019,1440000,24 min
House cleaning,Org & Duty,1550211795696,Fri Feb 15 07:23:15 GMT+01:00 2019,1550214435696,Fri Feb 15 08:07:15 GMT+01:00 2019,2640000,44 min
Social - Family,Social - Important,1550214435696,Fri Feb 15 08:07:15 GMT+01:00 2019,1550217843197,Fri Feb 15 09:04:03 GMT+01:00 2019,3407501,56 min
Swimming,Sport,1550217843197,Fri Feb 15 09:04:03 GMT+01:00 2019,1550219583197,Fri Feb 15 09:33:03 GMT+01:00 2019,1740000,29 min
Sunbath ,Refresh,1550219583197,Fri Feb 15 09:33:03 GMT+01:00 2019,1550222343197,Fri Feb 15 10:19:03 GMT+01:00 2019,2760000,46 min
Social - Family,Social - Important,1550222343197,Fri Feb 15 10:19:03 GMT+01:00 2019,1550226601184,Fri Feb 15 11:30:01 GMT+01:00 2019,4257987,1 h 10 min
Social - Media,Social - Persist,1550226601184,Fri Feb 15 11:30:01 GMT+01:00 2019,1550227801184,Fri Feb 15 11:50:01 GMT+01:00 2019,1200000,20 min
Org ,Org & Duty,1550227801184,Fri Feb 15 11:50:01 GMT+01:00 2019,1550234701184,Fri Feb 15 13:45:01 GMT+01:00 2019,6900000,1 h 55 min
Series / Docu,Entertainment,1550234701184,Fri Feb 15 13:45:01 GMT+01:00 2019,1550239501184,Fri Feb 15 15:05:01 GMT+01:00 2019,4800000,1 h 20 min
Moving - learn,Transport,1550239501184,Fri Feb 15 15:05:01 GMT+01:00 2019,1550249308722,Fri Feb 15 17:48:28 GMT+01:00 2019,9807538,2 h 43 min
Moving - social,Transport,1550249308722,Fri Feb 15 17:48:28 GMT+01:00 2019,1550252008722,Fri Feb 15 18:33:28 GMT+01:00 2019,2700000,45 min
Playing,Entertainment,1550252008722,Fri Feb 15 18:33:28 GMT+01:00 2019,1550256808722,Fri Feb 15 19:53:28 GMT+01:00 2019,4800000,1 h 20 min
WC ,Personal Hygiene,1550256808722,Fri Feb 15 19:53:28 GMT+01:00 2019,1550257588722,Fri Feb 15 20:06:28 GMT+01:00 2019,780000,13 min
Moving - social,Transport,1550257588722,Fri Feb 15 20:06:28 GMT+01:00 2019,1550266501763,Fri Feb 15 22:35:01 GMT+01:00 2019,8913041,2 h 28 min
